City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
271,ishigaki,24.3448,124.1572,27.07,89,20,1.54,JP,1689976415
272,bamboo flat,11.7,92.7167,25.05,94,100,1.03,IN,1689976739
273,namibe,-15.1961,12.1522,18.48,81,95,2.16,AO,1689976729
274,kapuskasing,49.4169,-82.4331,21.05,43,40,3.6,CA,1689976655
275,santo antonio,-6.3106,-35.4789,22.2,77,6,5.45,BR,1689976416
276,ta`u,-14.2336,-169.5144,27.63,79,9,3.58,AS,1689976776
277,cidreira,-30.1811,-50.2056,17.83,91,16,7.47,BR,1689976640
278,aberdeen,57.1437,-2.0981,11.41,95,88,1.03,GB,1689976777
279,bam,29.106,58.357,31.76,15,100,4.67,IR,1689976417
280,quilmes,-34.7242,-58.2527,22.97,78,100,6.29,AR,1689976366
281,kuloy,61.0305,42.4925,13.48,83,100,4.22,RU,1689976417
282,shwebo,22.5667,95.7,27.09,81,99,2.31,MM,1689976417
283,bulawayo,-20.15,28.5833,10.05,91,99,6.17,ZW,1689976418
284,clarksburg,39.2807,-80.3445,26.61,64,100,2.57,US,1689976418
285,onega,63.9061,38.1404,13.3,99,86,1.14,RU,1689976418
286,baro,8.6,6.4167,24.63,92,85,1.33,NG,1689976418
287,tangalle,6.024,80.7911,27.09,87,100,5.41,LK,1689976778
288,fort mcmurray,56.7268,-111.381,26.77,50,0,2.57,CA,1689976080
289,la sarre,48.8002,-79.1996,21.77,39,9,4.76,CA,1689976419
290,plouzane,48.3833,-4.6167,14.03,85,100,2.06,FR,1689976419
291,tourlaville,49.6383,-1.5664,13.68,94,0,3.6,FR,1689976419
292,maragogi,-9.0122,-35.2225,23.57,73,0,5.17,BR,1689976420
293,tambopata,-12.7333,-69.1833,31.94,55,20,1.54,PE,1689976420
294,az zawr,29.4425,48.2747,40.16,36,12,6.99,KW,1689976420
295,redkino,56.6475,36.2967,13.2,71,76,3.26,RU,1689976420
296,nabire,-3.3667,135.4833,24.19,92,80,1.74,ID,1689976780
297,la passe,45.5549,-0.8967,17.77,75,0,4.1,FR,1689976682
298,wailua homesteads,22.0669,-159.378,28.44,83,100,6.69,US,1689976664
299,polyarnyy,69.1989,33.4478,8.77,80,100,7.15,RU,1689976724
300,fort bragg,35.139,-79.006,35.75,43,20,6.17,US,1689976315
301,haiku-pauwela,20.9219,-156.3051,29.01,55,20,8.75,US,1689976657
302,camacupa,-12.0167,17.4833,19.25,32,64,0.54,AO,1689976422
303,fort st. john,56.2499,-120.8529,23.94,50,75,4.63,CA,1689976422
304,arkalyk,50.2486,66.9114,16.67,57,17,2.01,KZ,1689976422
305,leer,53.2316,7.461,13.3,89,65,4.21,DE,1689976422
306,lashio,22.9333,97.75,20.81,99,100,0.42,MM,1689976422
307,pudozh,61.8099,36.5345,12.32,98,100,3.53,RU,1689976423
308,thunder bay,48.4001,-89.3168,25.99,44,40,4.63,CA,1689976407
309,saint-joseph,-21.3667,55.6167,19.21,85,55,6.02,RE,1689976782
310,mahibadhoo,3.7833,72.9667,27.52,77,100,4.34,MV,1689976423
311,prineville,44.2999,-120.8345,37.24,11,0,4.12,US,1689976423
312,shahrak,34.1074,64.3052,15.52,41,0,2.02,AF,1689976424
313,deltebre,40.7499,0.7868,25.05,79,41,3.49,ES,1689976424
314,altai,46.3722,96.2583,12.58,59,0,1.07,MN,1689976783
315,guelmim,28.987,-10.0574,21.19,78,0,7.2,MA,1689976424
316,port douglas,-16.4833,145.4667,21.34,74,0,1.82,AU,1689976281
317,flin flon,54.7682,-101.865,24.91,47,75,5.14,CA,1689976303
318,alice springs,-23.7,133.8833,0.75,93,0,2.57,AU,1689976425
319,kabalo,-6.05,26.9167,26.46,34,40,1.94,CD,1689976425
320,merritt island,28.5392,-80.672,35.6,67,20,4.63,US,1689976425
321,nyurba,63.2842,118.3319,18.05,81,77,1.34,RU,1689976425
322,la mure,44.9026,5.7866,13.41,90,92,1.72,FR,1689976426
323,mahanje,-9.9333,35.3333,14.24,84,48,1.18,TZ,1689976426
324,aasiaat,68.7098,-52.8699,3.65,96,96,5.37,GL,1689976640
325,humaita,-7.5061,-63.0208,29.35,42,15,1.04,BR,1689976331
326,remire-montjoly,4.9167,-52.2667,25.02,88,75,2.57,GF,1689976783
327,santiago de cao,-7.9589,-79.2392,23.07,78,100,3.6,PE,1689976426
328,cocal,-28.6167,-49.35,18.5,88,4,1.8,BR,1689976427
329,rifle,39.5347,-107.7831,33.33,15,0,2.57,US,1689976427
330,cody,44.5263,-109.0565,31.11,28,0,5.14,US,1689976427
331,nagqu,31.5,92.0,1.98,71,1,1.29,CN,1689976427
332,north bend,43.4065,-124.2243,27.36,72,0,5.66,US,1689976428
333,mil'kovo,55.6078,37.7956,15.73,68,17,3.44,RU,1689976428
334,quellon,-43.1167,-73.6167,9.14,87,75,3.6,CL,1689976428
335,malaya vishera,58.8454,32.2222,12.94,80,100,3.45,RU,1689976428
336,benguela,-12.5763,13.4055,19.67,87,37,2.57,AO,1689976428
337,tut,37.7953,37.9161,29.52,30,0,4.45,TR,1689976429
338,leordeni,44.7833,25.1167,22.33,53,4,4.33,RO,1689976429
339,camocim,-2.9022,-40.8411,26.53,70,3,6.83,BR,1689976429
340,sidareja,-7.4846,108.7923,20.6,97,50,0.45,ID,1689976429
341,catacocha,-4.0667,-79.6333,23.84,44,24,3.19,EC,1689976430
342,tampakan,6.4442,124.9264,23.43,95,98,0.3,PH,1689976430
343,moron,-34.6534,-58.6198,23.33,82,100,4.71,AR,1689976430
344,bhuj,23.2667,69.6667,28.13,85,100,6.29,IN,1689976229
345,kijang,35.2442,129.2139,21.85,87,73,2.76,KR,1689976430
346,cole harbour,44.6724,-63.4751,19.99,97,39,3.6,CA,1689976431
347,bubaque,11.2833,-15.8333,27.75,84,99,6.43,GW,1689976789
348,naha,26.2125,127.6811,28.95,88,40,2.57,JP,1689976266
349,san pedro pochutla,15.7333,-96.4667,32.06,58,65,3.09,MX,1689976431
350,mumbwa,-14.9783,27.0619,17.32,54,18,4.21,ZM,1689976431
351,dataganj,28.0333,79.4,31.75,59,88,5.1,IN,1689976432
352,parras de la fuente,25.4167,-102.1833,32.57,21,33,6.48,MX,1689976368
353,weno,7.4515,151.8468,27.89,79,58,5.02,FM,1689976790
354,chippewa falls,44.9369,-91.3929,29.43,44,0,2.57,US,1689976324
355,tiznit,29.5833,-9.5,25.64,49,0,0.89,MA,1689976432
356,nago,26.5881,127.9761,28.47,81,61,3.14,JP,1689976432
357,mata-utu,-13.2816,-176.1745,27.96,79,11,3.22,WF,1689976791
358,sisimiut,66.9395,-53.6735,6.09,94,100,2.8,GL,1689976791
359,kasangulu,-4.5911,15.1708,24.93,52,98,1.86,CD,1689976433
360,inhambane,-23.865,35.3833,17.9,73,50,3.26,MZ,1689976433
361,metlili chaamba,32.2667,3.6333,38.52,10,0,3.6,DZ,1689976433
362,keflavik,64.0049,-22.5624,12.95,87,100,5.66,IS,1689976716
363,tari,12.4086,4.4914,26.58,77,100,3.68,NG,1689976434
364,katsuura,35.1333,140.3,24.67,78,71,4.23,JP,1689976434
365,las vegas,36.175,-115.1372,46.72,11,0,3.58,US,1689976142
366,kharkhorin,47.1975,102.8238,13.43,97,99,0.38,MN,1689976436
367,impfondo,1.6381,18.0667,24.8,67,99,1.12,CG,1689976436
368,"laikit, laikit ii (dimembe)",1.4792,124.9735,26.47,69,20,3.09,ID,1689976437
369,turpan,42.9333,89.1667,34.41,15,100,2.14,CN,1689976334
370,thoothukudi,8.8054,78.1453,27.35,68,71,5.97,IN,1689976437
371,geraldton,-28.7667,114.6,9.23,100,0,3.6,AU,1689976708
372,kulhudhuffushi,6.6221,73.07,28.11,78,100,8.14,MV,1689976438
373,khandyga,62.6667,135.6,12.91,95,100,0.98,RU,1689976438
374,monguno,12.6786,13.6079,28.6,60,20,3.15,NG,1689976438
375,buka,40.8108,69.1986,22.94,31,0,2.73,UZ,1689976438
376,gubkinskiy,64.434,76.5026,17.57,76,38,2.01,RU,1689976438
377,kirakira,-10.4544,161.9205,27.14,81,100,0.94,SB,1689976439
378,bealanana,-14.55,48.7333,13.9,92,93,2.72,MG,1689976439
379,el soberbio,-27.2985,-54.1988,25.17,81,0,2.09,AR,1689976439
380,nefta,33.8731,7.8777,41.14,13,1,5.36,TN,1689976439
381,grants,35.1473,-107.8514,33.13,9,0,5.14,US,1689976252
382,chinchilla,-26.75,150.6333,9.81,77,0,4.1,AU,1689976440
383,puerto san jose,13.9256,-90.8244,31.92,62,35,4.79,GT,1689976256
384,new norfolk,-42.7826,147.0587,5.95,92,48,1.13,AU,1689976657
385,new kingman-butler,35.265,-114.0323,43.76,7,0,3.6,US,1689976440
386,vilyuysk,63.7553,121.6247,15.86,66,5,0.93,RU,1689976441
387,sumenep,-7.0167,113.8667,24.47,73,47,4.93,ID,1689976441
388,urengoy,65.9667,78.3667,18.19,73,99,2.76,RU,1689976322
389,verkhnevilyuysk,63.4453,120.3167,15.98,88,6,0.08,RU,1689976442
390,maputsoe,-28.8833,27.9,5.0,84,78,2.14,LS,1689976442
391,hobyo,5.3505,48.5268,25.29,86,100,11.62,SO,1689976442
392,laojunmiao,39.8333,97.7333,19.61,25,4,2.61,CN,1689976757
393,an nuhud,12.7,28.4333,26.96,59,100,9.29,SD,1689976442
394,shimoda,34.6667,138.95,24.83,81,5,4.92,JP,1689976799
395,sen monorom,12.45,107.2,20.04,99,100,1.02,KH,1689976443
396,verkh-tula,54.8839,82.7762,16.88,100,94,2.0,RU,1689976443
397,villanueva,15.3167,-88.0,32.55,62,40,8.23,HN,1689976443
398,taroa,8.7058,171.2275,28.35,79,100,8.04,MH,1689976444
399,dubrovytsya,51.5744,26.565,15.25,78,85,2.14,UA,1689976444
400,chinsali,-10.5414,32.0816,13.51,69,4,2.16,ZM,1689976444
401,peterhead,57.5058,-1.7981,11.36,80,77,1.24,GB,1689976445
402,achikulak,44.5517,44.8378,23.35,64,26,2.58,RU,1689976298
403,bakchar,57.0186,82.0711,14.95,97,63,2.09,RU,1689976804
404,ebon,4.582,168.6964,25.46,85,100,2.6,MH,1689976445
405,aras-asan,8.8908,126.3033,25.1,89,100,3.04,PH,1689976445
406,sur,22.5667,59.5289,30.78,64,100,2.35,OM,1689976445
407,nejo,9.5,35.5,13.64,89,99,0.89,ET,1689976446
408,nyamuswa,-1.9,34.0167,18.75,46,11,1.77,TZ,1689976446
409,talnakh,69.4865,88.3972,18.45,73,100,2.89,RU,1689976811
410,sangin,32.0728,64.8359,32.37,15,100,3.3,AF,1689976446
411,greenville,35.6127,-77.3663,32.29,56,0,2.57,US,1689976198
412,crucecita,-28.95,-58.9833,27.98,43,100,7.64,AR,1689976447
413,riohacha,11.5444,-72.9072,37.06,41,0,8.23,CO,1689976447
414,jalqani,12.4486,34.2186,25.81,76,91,6.21,SD,1689976448
415,vielha,42.6846,0.7726,16.15,87,77,0.37,ES,1689976448
416,gudauta,43.1055,40.6207,23.81,81,40,0.86,GE,1689976448
417,genhe,50.7833,121.5167,12.88,88,100,1.36,CN,1689976449
418,lauderdale-by-the-sea,26.192,-80.0964,33.01,74,0,2.57,US,1689976449
419,ar ruways,24.1103,52.7306,32.27,77,96,4.64,AE,1689976450
420,al kharj,24.155,47.3346,36.32,9,100,1.41,SA,1689976450
421,capayan,-28.761,-66.0502,21.56,38,77,1.18,AR,1689976331
422,cannonvale,-20.2833,148.7,19.66,72,60,0.64,AU,1689976822
423,indergarh,26.9352,79.6724,32.85,55,41,5.15,IN,1689976451
424,port hedland,-20.3167,118.5667,18.03,32,0,6.69,AU,1689976760
425,peace river,56.2501,-117.286,30.17,32,75,2.06,CA,1689976452
426,singkil,-7.9855,111.4161,20.07,94,8,2.31,ID,1689976452
427,barcelos,41.5388,-8.6151,17.69,92,11,1.1,PT,1689976453
428,argo,37.6333,22.7333,28.21,41,0,1.29,GR,1689976614
429,antsiranana,-12.2787,49.2917,23.36,70,78,8.08,MG,1689976267
430,valparaiso,-33.0393,-71.6273,15.0,91,100,9.26,CL,1689976621
431,minas de marcona,-15.2119,-75.1103,21.63,48,0,1.52,PE,1689976828
432,nizhneudinsk,54.9076,99.0276,12.57,91,96,1.21,RU,1689976454
433,hadibu,12.65,54.0333,26.44,73,64,11.74,YE,1689976829
434,zagora,30.3484,-5.8365,34.41,9,5,2.73,MA,1689976454
435,kirensk,57.7853,108.1119,16.09,76,10,1.43,RU,1689976755
436,susuman,62.7833,148.1667,20.92,55,100,2.5,RU,1689976831
437,kattivakkam,13.2167,80.3167,31.15,66,100,4.9,IN,1689976455
438,puerto baquerizo moreno,-0.9,-89.6,27.55,74,40,4.63,EC,1689976756
439,dewas,22.9667,76.0667,24.1,80,99,3.22,IN,1689976284
440,torghay,49.6339,63.4981,21.14,44,54,3.34,KZ,1689976456
441,wajir,1.7471,40.0573,25.55,60,41,8.51,KE,1689976456
442,wankyi,7.7392,-2.1046,22.47,95,68,1.86,GH,1689976456
443,oconomowoc,43.1117,-88.4993,29.01,52,2,0.88,US,1689976456
444,senanga,-16.1167,23.2667,16.28,63,16,2.55,ZM,1689976457
445,belyy yar,53.6039,91.3903,13.94,100,0,0.0,RU,1689976327
446,laminusa,5.5549,120.9136,27.97,74,91,5.42,PH,1689976457
447,kindu,-2.95,25.95,23.83,58,36,0.25,CD,1689976833
448,wenchang,30.904,118.4887,24.97,95,100,2.2,CN,1689976458
449,tvoroyri,61.5556,-6.8111,10.36,94,11,6.12,FO,1689976458
450,ancud,-41.8697,-73.8203,10.23,82,100,9.73,CL,1689976834
451,shingu,33.7333,135.9833,25.36,86,0,1.54,JP,1689976834
452,puerto santander,8.3636,-72.4063,34.67,39,77,1.39,CO,1689976459
453,galesong,-5.3166,119.3661,23.01,82,10,4.41,ID,1689976459
454,kupino,54.3663,77.2981,16.75,92,100,5.25,RU,1689976460
455,stavern,59.0,10.0333,12.88,89,96,6.25,NO,1689976460
456,nanao,37.05,136.9667,27.32,85,66,2.25,JP,1689976460
457,novyy urgal,51.0736,132.5642,18.91,57,58,0.6,RU,1689976835
458,colonia,50.9333,6.95,16.03,69,0,2.06,DE,1689976729
459,labrador city,52.9463,-66.9114,18.95,52,100,2.57,CA,1689976740
460,san juan,-31.5375,-68.5364,22.17,14,2,1.45,AR,1689976410
461,mejit,10.2753,170.8646,28.52,78,100,6.39,MH,1689976676
462,necochea,-38.5473,-58.7368,14.64,91,100,3.01,AR,1689976836
463,kamina,-8.7386,24.9906,18.76,39,4,1.91,CD,1689976462
464,lazaro cardenas,17.9583,-102.2,30.77,69,22,4.13,MX,1689976756
465,zavodskoy,43.4597,132.2922,21.77,94,100,3.0,RU,1689976462
466,dryden,49.7833,-92.7503,24.16,53,40,5.66,CA,1689976299
467,portland,45.5234,-122.6762,31.27,42,0,2.68,US,1689976285
468,asti,44.8979,8.2068,23.7,93,32,0.71,IT,1689976463
469,faya-largeau,17.9257,19.1043,33.14,35,64,2.57,TD,1689976838
470,antonio enes,-16.2325,39.9086,19.55,88,0,2.0,MZ,1689976838
471,shenjiamen,29.9576,122.298,26.66,89,99,10.53,CN,1689976463
472,borgarnes,64.5383,-21.9206,13.78,79,100,1.81,IS,1689976464
473,konarka,19.9,86.1167,27.22,88,100,3.81,IN,1689976756
474,gweru,-19.45,29.8167,10.02,89,89,4.5,ZW,1689976464
475,castillos,-34.1667,-53.8333,19.68,85,27,4.94,UY,1689976301
476,pacasmayo,-7.4006,-79.5714,22.08,77,69,7.82,PE,1689976465
477,talcahuano,-36.7167,-73.1167,12.82,94,100,4.12,CL,1689976465
478,taber,49.8167,-112.1518,33.91,24,18,5.66,CA,1689976465
479,chauk,20.8833,94.8167,27.29,82,100,3.04,MM,1689976465
480,qianzhou,28.3167,109.7167,24.75,97,90,0.53,CN,1689976465
481,vrangel',42.7297,133.0839,19.69,94,56,1.32,RU,1689976466
482,plettenberg bay,-34.0527,23.3716,9.63,79,7,1.49,ZA,1689976840
483,quibdo,5.6947,-76.6611,30.19,79,20,3.09,CO,1689976466
484,porto novo,6.4965,2.6036,25.9,86,68,4.43,BJ,1689976652
485,lucapa,-8.4192,20.7447,23.03,27,19,0.95,AO,1689976467
486,elva,58.2225,26.4211,13.08,86,2,3.6,EE,1689976467
487,papao,-17.75,-149.55,26.82,58,8,5.93,PF,1689976841
488,ust'-kut,56.7938,105.7672,15.32,77,3,0.72,RU,1689976467
489,suntar,62.1444,117.6319,18.04,91,56,1.22,RU,1689976468
490,shalqar,47.8333,59.6,25.24,30,0,2.74,KZ,1689976468
491,las heras,-46.5419,-68.9359,6.1,74,72,11.58,AR,1689976469
492,tamanrasset,22.785,5.5228,28.95,14,0,2.06,DZ,1689976842
493,gijang,35.2442,129.2139,21.85,87,73,2.76,KR,1689976469
494,pandan,14.0453,124.1694,27.31,86,67,2.57,PH,1689976469
495,plastun,44.7561,136.2939,20.66,76,62,1.65,RU,1689976470
496,chui,-33.6971,-53.4616,18.78,88,23,4.71,UY,1689976470
497,fale old settlement,-9.3852,-171.2468,28.61,71,86,4.15,TK,1689976843
498,brisas de zicatela,15.8369,-97.0419,33.29,62,20,4.12,MX,1689976285
499,mokopane,-24.1944,29.0097,10.31,84,97,1.84,ZA,1689976471
500,shadipur julana,29.1333,76.4167,32.27,58,100,3.28,IN,1689976471
501,saint-henri,46.6921,-71.0671,21.91,82,86,3.43,CA,1689976471
502,marsabit,2.3284,37.9899,18.97,59,74,10.99,KE,1689976472
503,kisi,9.0833,3.85,23.25,94,100,1.92,NG,1689976472
504,kolonia town,6.964,158.206,29.06,84,100,2.57,FM,1689976472
505,sibiti,-3.6819,13.3499,21.75,70,100,2.21,CG,1689976472
506,kananga,-5.8958,22.4178,25.05,29,66,0.78,CD,1689976473
507,katabu,-4.9333,122.5167,22.37,91,4,2.01,ID,1689976845
508,brookings,44.3114,-96.7984,27.32,65,0,4.12,US,1689976320
509,vennesla,58.2694,7.9741,12.68,72,0,3.09,NO,1689976473
510,dubrovnik,42.6481,18.0922,29.8,39,0,5.14,HR,1689976234
511,kalevala,65.2,31.1667,11.66,92,100,5.39,RU,1689976474
512,gebeit,21.0667,36.3167,30.38,20,85,0.68,SD,1689976474
513,san rafael,-34.6177,-68.3301,18.08,19,70,4.2,AR,1689976474
514,ofunato,39.0717,141.7167,22.88,80,2,0.79,JP,1689976474
515,baruun-urt,46.6806,113.2792,13.36,77,48,4.61,MN,1689976846
516,kotli,33.5167,73.9167,24.95,83,94,1.65,PK,1689976475
517,yaren,-0.5472,166.916,28.11,73,99,1.6,NR,1689976272
518,mondlo,-27.983,30.7177,8.41,80,90,2.96,ZA,1689976475
519,kailua-kona,19.6406,-155.9956,28.66,84,40,4.63,US,1689976723
520,yreka,41.7354,-122.6345,36.87,14,0,1.54,US,1689976475
521,am timan,11.0297,20.2827,26.21,71,99,2.42,TD,1689976476
522,tchintabaraden,15.8969,5.7985,29.89,49,94,2.76,NE,1689976476
523,taulaga,-11.0553,-171.0883,28.18,78,69,3.65,AS,1689976476
524,yar,58.249,52.1026,13.49,88,90,2.38,RU,1689976476
525,darnah,32.767,22.6367,28.09,62,0,4.79,LY,1689976476
526,north battleford,52.7834,-108.2847,26.05,50,20,4.12,CA,1689976477
527,island harbour,50.724,-1.2758,17.18,74,46,0.45,GB,1689976477
528,west bay,19.3667,-81.4167,33.04,76,20,5.66,KY,1689976477
529,kapa'a,22.0752,-159.319,26.72,69,87,1.34,US,1689976849
530,diu,20.7141,70.9822,27.19,86,99,6.69,IN,1689976478
531,grand falls-windsor,48.9332,-55.6649,25.84,73,78,5.26,CA,1689976679
532,maun,-19.9833,23.4167,14.4,76,4,4.51,BW,1689976850
533,ierapetra,35.01,25.7353,31.19,34,0,1.79,GR,1689976299
534,salahonda,2.1019,-78.7217,27.81,81,62,7.0,CO,1689976850
535,extrema,-22.8547,-46.3183,16.53,70,49,1.65,BR,1689976478
536,tandag,9.0783,126.1986,24.99,89,98,2.27,PH,1689976479
537,harper,4.375,-7.7169,25.1,84,77,5.97,LR,1689976479
538,galle,6.0367,80.217,26.69,88,96,7.07,LK,1689976479
539,semnan,35.5729,53.3971,30.36,21,65,3.28,IR,1689976479
540,saldanha,-33.0117,17.9442,6.03,61,100,1.53,ZA,1689976479
541,karymskoye,51.6167,114.35,14.19,58,68,1.34,RU,1689976480
542,ribas do rio pardo,-20.4431,-53.7592,24.28,42,0,3.12,BR,1689976480
543,al kharijah,25.4514,30.5464,31.69,16,15,4.4,EG,1689976852
544,houlton,46.1262,-67.8403,26.23,62,0,2.57,US,1689976396
545,yaring,6.8662,101.3689,25.49,86,99,2.52,TH,1689976480
